"Gameday","Home","Away","GoalsHome","GoalsAway","Season"
26.0,"Hertha BSC","Bayern München",0.0,6.0,"1. Fussball-Bundesliga 2011/2012"
26.0,"1. FC Kaiserslautern","FC Schalke 04",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
26.0,"Hannover 96","1. FC Köln",4.0,1.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"VfL Wolfsburg","Hamburger SV",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"Bayern München","Hannover 96",2.0,1.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"SC Freiburg","1. FC Kaiserslautern",2.0,0.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"Borussia Mönchengladbach","TSG 1899 Hoffenheim",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"Werder Bremen","FC Augsburg",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"1. FSV Mainz 05","Hertha BSC",1.0,3.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"FC Schalke 04","Bayer 04 Leverkusen",2.0,0.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"VfB Stuttgart","1. FC Nürnberg",1.0,0.0,"1. Fussball-Bundesliga 2011/2012"
27.0,"1. FC Köln","Borussia Dortmund",1.0,6.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"Borussia Dortmund","VfB Stuttgart",4.0,4.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"1. FC Nürnberg","Bayern München",0.0,1.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"1. FC Kaiserslautern","Hamburger SV",0.0,1.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"Werder Bremen","1. FSV Mainz 05",0.0,3.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"Bayer 04 Leverkusen","SC Freiburg",0.0,2.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"FC Augsburg","1. FC Köln",2.0,1.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"Hertha BSC","VfL Wolfsburg",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"Hannover 96","Borussia Mönchengladbach",2.0,1.0,"1. Fussball-Bundesliga 2011/2012"
28.0,"TSG 1899 Hoffenheim","FC Schalke 04",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"VfL Wolfsburg","Borussia Dortmund",1.0,3.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"1. FC Köln","Werder Bremen",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"VfB Stuttgart","1. FSV Mainz 05",4.0,1.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"SC Freiburg","1. FC Nürnberg",2.0,2.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"1. FC Kaiserslautern","TSG 1899 Hoffenheim",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"Bayern München","FC Augsburg",2.0,1.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"Borussia Mönchengladbach","Hertha BSC",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"FC Schalke 04","Hannover 96",3.0,0.0,"1. Fussball-Bundesliga 2011/2012"
29.0,"Hamburger SV","Bayer 04 Leverkusen",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"Hertha BSC","SC Freiburg",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"FC Augsburg","VfB Stuttgart",1.0,3.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"1. FSV Mainz 05","1. FC Köln",4.0,0.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"Werder Bremen","Borussia Mönchengladbach",2.0,2.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"Borussia Dortmund","Bayern München",1.0,0.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"1. FC Nürnberg","FC Schalke 04",4.0,1.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"TSG 1899 Hoffenheim","Hamburger SV",4.0,0.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"Bayer 04 Leverkusen","1. FC Kaiserslautern",3.0,1.0,"1. Fussball-Bundesliga 2011/2012"
30.0,"Hannover 96","VfL Wolfsburg",2.0,0.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"VfB Stuttgart","Werder Bremen",2.0,1.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"Hamburger SV","Hannover 96",1.0,0.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"1. FC Kaiserslautern","1. FC Nürnberg",0.0,2.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"VfL Wolfsburg","FC Augsburg",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"Bayer 04 Leverkusen","Hertha BSC",3.0,3.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"FC Schalke 04","Borussia Dortmund",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"Bayern München","1. FSV Mainz 05",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"Borussia Mönchengladbach","1. FC Köln",3.0,0.0,"1. Fussball-Bundesliga 2011/2012"
31.0,"SC Freiburg","TSG 1899 Hoffenheim",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"1. FSV Mainz 05","VfL Wolfsburg",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"TSG 1899 Hoffenheim","Bayer 04 Leverkusen",0.0,1.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"Werder Bremen","Bayern München",1.0,2.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"1. FC Nürnberg","Hamburger SV",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"Hertha BSC","1. FC Kaiserslautern",0.0,2.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"1. FC Köln","VfB Stuttgart",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"Borussia Dortmund","Borussia Mönchengladbach",2.0,0.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"FC Augsburg","FC Schalke 04",1.0,1.0,"1. Fussball-Bundesliga 2011/2012"
32.0,"Hannover 96","SC Freiburg",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"1. FC Kaiserslautern","Borussia Dortmund",2.0,5.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"VfL Wolfsburg","Werder Bremen",3.0,1.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"Bayer 04 Leverkusen","Hannover 96",1.0,0.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"Hamburger SV","1. FSV Mainz 05",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"TSG 1899 Hoffenheim","1. FC Nürnberg",2.0,3.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"Bayern München","VfB Stuttgart",2.0,0.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"SC Freiburg","1. FC Köln",4.0,1.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"Borussia Mönchengladbach","FC Augsburg",0.0,0.0,"1. Fussball-Bundesliga 2011/2012"
33.0,"FC Schalke 04","Hertha BSC",4.0,0.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"1. FC Nürnberg","Bayer 04 Leverkusen",1.0,4.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"1. FC Köln","Bayern München",1.0,4.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"Werder Bremen","FC Schalke 04",2.0,3.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"FC Augsburg","Hamburger SV",1.0,0.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"Borussia Dortmund","SC Freiburg",4.0,0.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"Hannover 96","1. FC Kaiserslautern",2.0,1.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"Hertha BSC","TSG 1899 Hoffenheim",3.0,1.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"VfB Stuttgart","VfL Wolfsburg",3.0,2.0,"1. Fussball-Bundesliga 2011/2012"
34.0,"1. FSV Mainz 05","Borussia Mönchengladbach",0.0,3.0,"1. Fussball-Bundesliga 2011/2012"
1.0,"Borussia Dortmund","Werder Bremen",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"Borussia Mönchengladbach","TSG 1899 Hoffenheim",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"SC Freiburg","1. FSV Mainz 05",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"FC Augsburg","Fortuna Düsseldorf",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"Hamburger SV","1. FC Nürnberg",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"SpVgg Greuther Fürth","Bayern München",0.0,3.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"Eintracht Frankfurt","Bayer 04 Leverkusen",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"VfB Stuttgart","VfL Wolfsburg",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
1.0,"Hannover 96","FC Schalke 04",2.0,2.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"1. FSV Mainz 05","SpVgg Greuther Fürth",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"FC Schalke 04","FC Augsburg",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"Bayer 04 Leverkusen","SC Freiburg",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"Werder Bremen","Hamburger SV",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"1. FC Nürnberg","Borussia Dortmund",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"TSG 1899 Hoffenheim","Eintracht Frankfurt",0.0,4.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"Fortuna Düsseldorf","Borussia Mönchengladbach",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"VfL Wolfsburg","Hannover 96",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
2.0,"Bayern München","VfB Stuttgart",6.0,1.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"FC Augsburg","VfL Wolfsburg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"Borussia Dortmund","Bayer 04 Leverkusen",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"Bayern München","1. FSV Mainz 05",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"Borussia Mönchengladbach","1. FC Nürnberg",2.0,3.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"VfB Stuttgart","Fortuna Düsseldorf",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"Hannover 96","Werder Bremen",3.0,2.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"SpVgg Greuther Fürth","FC Schalke 04",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"SC Freiburg","TSG 1899 Hoffenheim",5.0,3.0,"1. Fussball-Bundesliga 2012/2013"
3.0,"Eintracht Frankfurt","Hamburger SV",3.0,2.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"1. FC Nürnberg","Eintracht Frankfurt",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"FC Schalke 04","Bayern München",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"VfL Wolfsburg","SpVgg Greuther Fürth",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"1. FSV Mainz 05","FC Augsburg",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"Hamburger SV","Borussia Dortmund",3.0,2.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"Fortuna Düsseldorf","SC Freiburg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"Bayer 04 Leverkusen","Borussia Mönchengladbach",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"Werder Bremen","VfB Stuttgart",2.0,2.0,"1. Fussball-Bundesliga 2012/2013"
4.0,"TSG 1899 Hoffenheim","Hannover 96",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"Bayern München","VfL Wolfsburg",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"FC Schalke 04","1. FSV Mainz 05",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"SpVgg Greuther Fürth","Fortuna Düsseldorf",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"Eintracht Frankfurt","Borussia Dortmund",3.0,3.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"Borussia Mönchengladbach","Hamburger SV",2.0,2.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"VfB Stuttgart","TSG 1899 Hoffenheim",0.0,3.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"Hannover 96","1. FC Nürnberg",4.0,1.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"SC Freiburg","Werder Bremen",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
5.0,"FC Augsburg","Bayer 04 Leverkusen",1.0,3.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"Fortuna Düsseldorf","FC Schalke 04",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"Bayer 04 Leverkusen","SpVgg Greuther Fürth",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"Werder Bremen","Bayern München",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"1. FC Nürnberg","VfB Stuttgart",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"TSG 1899 Hoffenheim","FC Augsburg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"Hamburger SV","Hannover 96",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"Borussia Dortmund","Borussia Mönchengladbach",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"Eintracht Frankfurt","SC Freiburg",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
6.0,"VfL Wolfsburg","1. FSV Mainz 05",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"FC Augsburg","Werder Bremen",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"Bayern München","TSG 1899 Hoffenheim",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"FC Schalke 04","VfL Wolfsburg",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"SC Freiburg","1. FC Nürnberg",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"1. FSV Mainz 05","Fortuna Düsseldorf",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"SpVgg Greuther Fürth","Hamburger SV",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"Borussia Mönchengladbach","Eintracht Frankfurt",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"VfB Stuttgart","Bayer 04 Leverkusen",2.0,2.0,"1. Fussball-Bundesliga 2012/2013"
7.0,"Hannover 96","Borussia Dortmund",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"TSG 1899 Hoffenheim","SpVgg Greuther Fürth",3.0,3.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"Borussia Dortmund","FC Schalke 04",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"Bayer 04 Leverkusen","1. FSV Mainz 05",2.0,2.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"VfL Wolfsburg","SC Freiburg",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"Eintracht Frankfurt","Hannover 96",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"Fortuna Düsseldorf","Bayern München",0.0,5.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"Werder Bremen","Borussia Mönchengladbach",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"1. FC Nürnberg","FC Augsburg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
8.0,"Hamburger SV","VfB Stuttgart",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"FC Augsburg","Hamburger SV",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"FC Schalke 04","1. FC Nürnberg",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"SC Freiburg","Borussia Dortmund",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"1. FSV Mainz 05","TSG 1899 Hoffenheim",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"SpVgg Greuther Fürth","Werder Bremen",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"Fortuna Düsseldorf","VfL Wolfsburg",1.0,4.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"VfB Stuttgart","Eintracht Frankfurt",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"Bayern München","Bayer 04 Leverkusen",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
9.0,"Hannover 96","Borussia Mönchengladbach",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Eintracht Frankfurt","SpVgg Greuther Fürth",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Borussia Dortmund","VfB Stuttgart",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Borussia Mönchengladbach","SC Freiburg",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Hannover 96","FC Augsburg",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"1. FC Nürnberg","VfL Wolfsburg",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"TSG 1899 Hoffenheim","FC Schalke 04",3.0,2.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Hamburger SV","Bayern München",0.0,3.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Bayer 04 Leverkusen","Fortuna Düsseldorf",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
10.0,"Werder Bremen","1. FSV Mainz 05",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"1. FSV Mainz 05","1. FC Nürnberg",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"Bayern München","Eintracht Frankfurt",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"FC Schalke 04","Werder Bremen",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"SC Freiburg","Hamburger SV",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"FC Augsburg","Borussia Dortmund",1.0,3.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"Fortuna Düsseldorf","TSG 1899 Hoffenheim",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"VfL Wolfsburg","Bayer 04 Leverkusen",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"VfB Stuttgart","Hannover 96",2.0,4.0,"1. Fussball-Bundesliga 2012/2013"
11.0,"SpVgg Greuther Fürth","Borussia Mönchengladbach",2.0,4.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Borussia Dortmund","SpVgg Greuther Fürth",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Borussia Mönchengladbach","VfB Stuttgart",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Hannover 96","SC Freiburg",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"1. FC Nürnberg","Bayern München",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Hamburger SV","1. FSV Mainz 05",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Eintracht Frankfurt","FC Augsburg",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Bayer 04 Leverkusen","FC Schalke 04",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"Werder Bremen","Fortuna Düsseldorf",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
12.0,"TSG 1899 Hoffenheim","VfL Wolfsburg",1.0,3.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"Fortuna Düsseldorf","Hamburger SV",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"Bayern München","Hannover 96",5.0,0.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"FC Schalke 04","Eintracht Frankfurt",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"VfL Wolfsburg","Werder Bremen",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"1. FSV Mainz 05","Borussia Dortmund",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"SpVgg Greuther Fürth","1. FC Nürnberg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"SC Freiburg","VfB Stuttgart",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"TSG 1899 Hoffenheim","Bayer 04 Leverkusen",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
13.0,"FC Augsburg","Borussia Mönchengladbach",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"Borussia Dortmund","Fortuna Düsseldorf",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"Hannover 96","SpVgg Greuther Fürth",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"Hamburger SV","FC Schalke 04",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"Eintracht Frankfurt","1. FSV Mainz 05",1.0,3.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"Borussia Mönchengladbach","VfL Wolfsburg",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"VfB Stuttgart","FC Augsburg",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"Werder Bremen","Bayer 04 Leverkusen",1.0,4.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"SC Freiburg","Bayern München",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
14.0,"1. FC Nürnberg","TSG 1899 Hoffenheim",4.0,2.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"Fortuna Düsseldorf","Eintracht Frankfurt",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"FC Schalke 04","Borussia Mönchengladbach",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"1. FSV Mainz 05","Hannover 96",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"FC Augsburg","SC Freiburg",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"SpVgg Greuther Fürth","VfB Stuttgart",0.0,1.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"Bayer 04 Leverkusen","1. FC Nürnberg",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"Bayern München","Borussia Dortmund",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"TSG 1899 Hoffenheim","Werder Bremen",1.0,4.0,"1. Fussball-Bundesliga 2012/2013"
15.0,"VfL Wolfsburg","Hamburger SV",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"Hamburger SV","TSG 1899 Hoffenheim",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"VfB Stuttgart","FC Schalke 04",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"Borussia Dortmund","VfL Wolfsburg",2.0,3.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"1. FC Nürnberg","Fortuna Düsseldorf",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"SC Freiburg","SpVgg Greuther Fürth",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"FC Augsburg","Bayern München",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"Eintracht Frankfurt","Werder Bremen",4.0,1.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"Borussia Mönchengladbach","1. FSV Mainz 05",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
16.0,"Hannover 96","Bayer 04 Leverkusen",3.0,2.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"Bayern München","Borussia Mönchengladbach",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"Bayer 04 Leverkusen","Hamburger SV",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"VfL Wolfsburg","Eintracht Frankfurt",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"1. FSV Mainz 05","VfB Stuttgart",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"SpVgg Greuther Fürth","FC Augsburg",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"Fortuna Düsseldorf","Hannover 96",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"FC Schalke 04","SC Freiburg",1.0,3.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"TSG 1899 Hoffenheim","Borussia Dortmund",1.0,3.0,"1. Fussball-Bundesliga 2012/2013"
17.0,"Werder Bremen","1. FC Nürnberg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"FC Schalke 04","Hannover 96",5.0,4.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"Bayer 04 Leverkusen","Eintracht Frankfurt",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"TSG 1899 Hoffenheim","Borussia Mönchengladbach",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"VfL Wolfsburg","VfB Stuttgart",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"1. FSV Mainz 05","SC Freiburg",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"Bayern München","SpVgg Greuther Fürth",1.0,0.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"Werder Bremen","Borussia Dortmund",0.0,5.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"1. FC Nürnberg","Hamburger SV",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
18.0,"Fortuna Düsseldorf","FC Augsburg",2.0,3.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"Borussia Dortmund","1. FC Nürnberg",3.0,0.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"SpVgg Greuther Fürth","1. FSV Mainz 05",0.0,3.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"Borussia Mönchengladbach","Fortuna Düsseldorf",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"FC Augsburg","FC Schalke 04",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"Hannover 96","VfL Wolfsburg",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"Eintracht Frankfurt","TSG 1899 Hoffenheim",2.0,1.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"SC Freiburg","Bayer 04 Leverkusen",0.0,0.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"Hamburger SV","Werder Bremen",3.0,2.0,"1. Fussball-Bundesliga 2012/2013"
19.0,"VfB Stuttgart","Bayern München",0.0,2.0,"1. Fussball-Bundesliga 2012/2013"
20.0,"Werder Bremen","Hannover 96",2.0,0.0,"1. Fussball-Bundesliga 2012/2013"
20.0,"VfL Wolfsburg","FC Augsburg",1.0,1.0,"1. Fussball-Bundesliga 2012/2013"
20.0,"FC Schalke 04","SpVgg Greuther Fürth",1.0,2.0,"1. Fussball-Bundesliga 2012/2013"
20.0,"1. FSV Mainz 05","Bayern München",0.0,3.0,"1. Fussball-Bundesliga 2012/2013"
20.0,"Fortuna Düsseldorf","VfB Stuttgart",3.0,1.0,"1. Fussball-Bundesliga 2012/2013"
